"device_id","fold"
"-1024990106775948418",5
"-1025089702592206381",6
"-1025284795963440768",9
"-1025301595256043113",2
"-1025350552353411461",4
"-1025378881416505605",5
"-102538724648451800",4
"-1025466934738207744",10
"-1025590636524614616",4
"-1025657538905478996",4
"-1026116868392555691",7
"-1026185982497028102",1
"-1026187679331352252",4
"-1026358766827964909",1
"-1026541905546421843",3
"-1026626288472674749",6
"-1026882522550808490",7
"-1027159926484899825",2
"-1027412422945843257",4
"-1027513137524028354",2
"-1027840677267774658",1
"-1027891121409380403",6
"-1027971472129298880",2
"-1028195885101157130",9
"-102839831591175815",6
"-1028464844487249707",7
"-1028521793266966684",6
"-1028819386619259259",9
"-1028867277336910518",9
"-1029598875124276947",4
"-1029625144954893824",1
"-1029675397479643341",10
"-1029770111291105307",3
"-1029876967427078785",4
"-1030061935764942114",10
"-1030141497592391177",6
"-1030254596558002360",3
"-103044241519124993",10
"-1030474350490730450",2
"-1030583731730367805",8
"-1030608089187780746",5
"-1031184931235707439",9
"-1031387189359786301",3
"-1031895616582707219",3
"-1032314008070376821",3
"-1032421229388084233",2
"-1032555705119615296",1
"-1032680576392590699",1
"-1032801107617187051",6
"-103306552123842168",1
"-103326414681001118",10
"-1033627923089764235",1
"-1033997838307312753",3
"-1034171529079791984",7
"-1034241045812767956",4
"-1034442578068177113",3
"-103454141050554453",7
"-1034839274199230234",4
"-103497747004721693",6
"-1035063437604894394",3
"-1035278791990108312",5
"-1035399994189693297",9
"-1035501578312546285",7
"-103574383339946761",7
"-1035797211578677868",5
"-1035837189660847796",4
"-103602719605062034",10
"-1036210527765031288",10
"-1036283472579125358",5
"-1036401361327911227",10
"-103678677515821649",1
"-1037012685448076071",9
"-1037099004175863776",1
"-1037302537420249722",8
"-1037804806546812677",2
"-1037867852911285776",6
"-103800323727376665",10
"-1038386069389938239",8
"-103847137954159402",3
"-103879532482507458",5
"-1038842078162349205",8
"-103884814478220103",5
"-1039150114861416724",5
"-103941522408189581",3
"-1039429398566709172",6
"-1039664921157964123",2
"-1039701474753771322",8
"-1039866256575456089",6
"-1040034355316778947",10
"-1040158785804874467",1
"-1040275366566081463",3
"-1040485782142410910",3
"-1040807199903144133",1
"-1040897625788500880",5
"-1041059467808501717",2
"-1041260282292712018",7
"-1041351269739821368",10
"-1041459551016443328",6
"-1041861694530251484",9
"-1041898885245702735",10
"-1042579946475683548",9
"-1042597284980139967",5
"-1043582137859594915",2
"-1043842736294932413",10
"-1044291912792575482",5
"-1044480648432960498",9
"-1045105823106022933",10
"-1045127484619006476",10
"-1045232734390420748",9
"-1045655858343636006",9
"-1046120043783356755",2
"-1046366347946827585",3
"-1046407582408507666",4
"-1046886646959301614",2
"-1046954973482067125",1
"-1047213733085437401",8
"-1047221018833289280",6
"-1047613291607449053",1
"-1048643325961299016",7
"-1049185531812587758",3
"-104949823321763638",2
"-1049577176976556245",7
"-1049771485724654213",6
"-1050137778316627333",7
"-1050302093212247479",9
"-1050595769055325632",9
"-1050596909668983230",6
"-1050608789134541351",1
"-1050724809665469914",10
"-1050855730891246367",1
"-1050964183209202833",9
"-1051075383831804430",1
"-1051106908827668701",6
"-105128591231925263",9
"-1051292504668276177",2
"-1051392316103767197",1
"-1051438901055592350",5
"-1051884239595163608",9
"-105217653072135528",9
"-1052193881838249659",4
"-1052456104729844223",2
"-1052578476079796184",9
"-1052700146655758096",5
"-1052998058357646770",4
"-105347083001453625",6
"-105361807243841903",4
"-1053657946037918624",5
"-1054184965287809379",2
"-1055118365658933009",8
"-1055417255755787861",7
"-1055470524148429320",1
"-1055602516328261149",9
"-105566952913534697",10
"-1055765928777351182",8
"-1056379824269904745",1
"-1057085263429792443",5
"-1057227364195230528",4
"-1057242939406825981",9
"-1057282883626615799",8
"-1057803575924288887",8
"-1057823410904500635",5
"-1057876480035344841",10
"-1058266770444320095",6
"-1058414138424410153",6
"-1058441555929779561",8
"-1058471326753938008",6
"-1058660617242616525",10
"-1058976689976607809",7
"-1058995259484012812",8
"-1059157191692243895",4
"-1059771754439188701",4
"-1059933011524840053",9
"-106027850140761635",6
"-1060703050255967208",6
"-1060763525576314564",1
"-1061142392380456047",7
"-1061166489491934502",8
"-1061393713502828165",3
"-1061917870919249539",2
"-1061951001816845237",1
"-1062014717054633040",3
"-1062033733070695791",4
"-1062396545230713273",7
"-1063080620859047788",3
"-1063146205358691553",10
"-1063722001324637077",3
"-1064152471099925047",4
"-1064242936029480405",10
"-1064408891110043597",6
"-1064835513480204027",7
"-1065039262853166030",1
"-1065262943122905511",9
"-1065553319625941359",9
"-1065800614328067166",4
"-1066319478335196927",6
"-106663820076069277",3
"-1066724332621685301",4
"-1066741227354417443",3
"-1066958434841960402",8
"-1067166745821571534",10
"-1067399236897136885",4
"-1067456915194417170",10
"-1067458577347793821",9
"-1067727210678647079",6
"-1068207801196802108",10
"-1068425135128099278",7
"-1068557244876488088",8
"-106892974077205480",6
"-1068968459906334586",10
"-1069192818456876320",6
"-106991575407047583",4
"-1070081181743286442",1
"-1070726538865241049",4
"-1070726584846897626",7
"-1070972657101413195",3
"-1071054075174682047",6
"-1071104310719098579",4
"-1071244035498148986",5
"-1071355579058424623",1
"-1071634972285633370",2
"-107198206323116274",10
"-1072021327289290827",8
"-1073435017429007321",7
"-1073577352558411219",7
"-1073590305681836770",3
"-1073863340466458152",6
"-1074159028901233318",5
"-1074183250575154690",5
"-1074187698069377725",8
"-1074478871779695935",2
"-1074556351452504229",4
"-1074762737665437173",2
"-1075048551618560264",9
"-1075378799855571887",2
"-1075419978968096606",7
"-1075450526145608389",8
"-1075520536242598024",4
"-1075580522203529392",7
"-1076249264371048030",2
"-1076279644989317831",1
"-1076608917661875069",1
"-1076815785624032983",1
"-1077007862926553131",1
"-1077390640122058526",8
"-1078463588398206509",6
"-1078508185334242577",6
"-1079584640100776019",1
"-1079602539277471203",9
"-1079794670707116889",4
"-1079871771899484196",3
"-1079907431987929192",7
"-1079922734078198657",4
"-1079976564743084384",7
"-1079996304583528717",2
"-1080052641387712242",6
"-1080446514063606812",6
"-1080776978584783962",8
"-1081188689926877544",4
"-1081289138829772128",5
"-1081383284748078646",1
"-1081425450904868076",2
"-108145489182465308",3
"-108157196567531337",2
"-1081974564508941668",5
"-1082321699054063549",2
"-1082397274668053149",7
"-1082611060543213039",8
"-1082876642533240738",9
"-1083127480081570403",6
"-1083205637093317721",1
"-1083381606434812096",10
"-1083509527297747373",1
"-1083780570562214054",4
"-1083971018035062092",2
"-1084174363886138500",10
"-1084814456946673655",2
"-1084908569832013005",5
"-1085119640476296324",1
"-1085340373626926419",8
"-1085356925158154838",3
"-1085675378537225430",9
"-1086079967197442674",10
"-1086134747576062716",8
"-1086374941729484828",7
"-1086950066179571212",7
"-1087081533118968373",2
"-1087129119826318528",7
"-1087216240998270009",4
"-1087259743260020439",5
"-1087728593952678198",10
"-1087774680334848287",7
"-1088040586841312709",2
"-1088215657966231711",2
"-1088587997006090993",9
"-1088897152883060357",3
"-1089770813215765981",4
"-1089916520773769224",7
"-1089979664572314873",3
"-1090018823165184250",8
"-1090255751304300970",10
"-1090821885195913917",3
"-1091558955852952305",2
"-1091662848712494159",2
"-10916837702202496",3
"-1091743894016839917",3
"-1091803541797255515",6
"-1091820320490182504",8
"-1091917743676137273",4
"-1092074793059595879",10
"-10921209505243262",6
"-1092754196017613336",2
"-1093264832339785795",2
"-1093740390993965897",8
"-1093883751871334134",2
"-1094966785513172643",5
"-1095381531224563962",1
"-1095662025618278627",10
"-1095880264939798923",7
"-1096131186024361705",9
"-1096491735238022299",10
"-1096620344086836305",8
"-1096880334744830395",9
"-1096886289113219224",8
"-1097232989243874691",7
"-1097309560510572703",3
"-1097318314037737178",2
"-1098461647873051231",1
"-1098996330414419187",7
"-109926537072892254",1
"-1099966189345044536",1
"-1100098885857015697",9
"-1100152978957074817",6
"-1100158059681089294",5
"-1100668955908791436",6
"-1100789682011549520",5
"-1101090842545972795",6
"-1101113002607774408",8
"-1101348813357464248",10
"-1101379809850861760",5
"-1101516902405919704",6
"-1101824230112261410",4
"-1101901419892699243",5
"-1102168699899662781",4
"-1102321351432450816",4
"-1102543305879124335",6
"-1102650377631749044",8
"-110271136589918713",10
"-110325112860679420",10
"-110328622373353012",10
"-1103456665361350756",7
"-1104305144801351099",10
"-1104601348418161884",7
"-1104728563612401188",5
"-1105022772021926541",6
"-1105065172875325507",9
"-1105170393566791929",1
"-1105339726174466259",7
"-1105687787495903104",8
"-110580899836615633",10
"-1105834901476861628",9
"-1105891640339575338",6
"-1105903898773041217",3
"-1106590421278603335",10
"-1106778798687128219",7
"-1107134564750113140",3
"-1107153154885633399",7
"-1107159848362891975",1
"-1107274002560591761",4
"-1107401057306104179",2
"-1107736393538464371",2
"-1107833596477587396",6
"-1107939434282004071",10
"-1108014167131315780",6
"-11083036043588307",2
"-1108879799550870586",6
"-1109159179197129411",10
"-1109612885029299249",2
"-1110105225181361745",3
"-1110257476678482103",10
"-1110278904154736408",6
"-1110318575443253440",3
"-1110365022879677286",3
"-1110860472392129580",5
"-1111119354591523531",2
"-111126997242011102",9
"-1111832566135481148",8
"-1111879428887155721",9
"-1112264169455124253",1
"-1112399239390622039",1
"-1112771862134702678",4
"-1112782029313838720",2
"-1112922732775667948",8
"-1113019919822105798",1
"-1113307625185856780",5
"-111333867792321229",3
"-1113351756526811106",6
"-1113371716027619263",3
"-1113807181368878241",6
"-1114609444943082047",8
"-1114652846705418591",7
"-1114747581676568148",8
"-1114891051001460956",9
"-1115157030603743056",5
"-1115182822524755901",9
"-1115238687106064588",6
"-1115276136698082868",3
"-111551438068834975",3
"-1115650642900038260",1
"-1115693070121945325",8
"-1116019461291737298",5
"-1116276721014859904",8
"-111655239965381791",3
"-1117051623994105058",2
"-1117244466365083649",9
"-1117354679109314374",1
"-1117374240744838102",10
"-1117454837751951991",5
"-1117926267178690703",8
"-1117991894112938233",8
"-1118176959402296063",6
"-1118244014912539339",2
"-1118268090630787465",9
"-1118372675588205470",9
"-1119089557113989348",8
"-1119744943048955903",10
"-1119884396797372409",8
"-112010607857398103",6
"-1120277612557305852",1
"-1120346510434519238",3
"-1122079712460005598",3
"-1122161375027687486",6
"-1122203827370222382",7
"-1122303041621580621",9
"-1122881019118071913",4
"-1123003703445012530",2
"-1123273026470678219",4
"-1124032789343312161",8
"-1124150740562009334",10
"-1124332106484703490",10
"-1124436092181622840",3
"-11249145735917211",4
"-1124944860890188380",6
"-1125032945603340896",4
"-1125376180498567440",6
"-1125382741137668132",3
"-1125522083618676986",5
"-1125738404692358890",6
"-1125850403524387291",2
"-1125956635991453634",4
"-1126490336388067621",4
"-1126577006906018454",2
"-1126583878782749547",5
"-1126673511330749989",9
"-1126922918555437164",10
"-1127104264561810938",5
"-1127241050120257548",10
"-1127771764184790462",9
"-1128006797808908943",3
"-1128853274232561812",9
"-1128907868422973947",1
"-1128912150547526016",4
"-1129003732133208914",6
"-1129020059218745270",4
"-1129021567416773189",4
"-1129220853762288559",5
"-1129445231743615814",2
"-1129458191186341895",9
"-112983289814975662",7
"-1130312922341896127",6
"-1130532316603375634",1
"-1130543209739181150",8
"-1130843380544417647",3
"-1130896067404506265",1
"-1131132926846468010",1
"-113129516259839559",5
"-1131822433421202875",1
"-1131930658140089422",3
"-1132281279851297054",2
"-1132687465610322839",2
"-1132943729926024917",2
"-1133273286244643473",2
"-1133638297682900022",10
"-1133686096103099113",8
"-1133913387809768728",5
"-1133961232779804837",4
"-1134248692466464463",6
"-1134390686285716529",2
"-113457650210322005",2
"-1134714295650533075",8
"-1135140111863608211",2
"-11351959889217205",1
"-1136005432416975935",1
"-1136035957342691850",5
"-113609208536259663",4
"-1136524297908747543",4
"-1136790312110145106",10
"-1137032447999465159",2
"-1138337497509858596",9
"-1138518464813743966",7
"-1138984057070879372",9
"-1139105742561632236",8
"-113972666742138895",8
"-1140630263711207719",4
"-1140865933128576778",3
"-1141166357839781805",7
"-1141192546948058130",6
"-11416397998445655",2
"-1141688298988084855",8
"-1141792118888681315",2
"-1141882094683314417",2
"-1142136409812684458",2
"-1142409599015422525",6
"-1142636711281662420",10
"-1142707069972109130",8
"-1143217689028538356",10
"-1143301917081542570",9
"-1143943108287081570",8
"-1144086582903635018",5
"-1144135737806649388",8
"-1144424782002887881",2
"-1144996010691901097",6
"-1145203343650962817",5
"-1145489861592235162",7
"-1145670234284781519",5
"-1145895126467229671",1
"-1145937815891817281",10
"-11459556552101840",5
"-1146115206219626068",9
"-1146143391260317134",7
"-1146759342001251415",8
"-1147020247178141457",8
"-1147020914112375737",3
"-1147076467258471475",1
"-1147337202699083457",6
"-1147614196703136421",10
"-1147836822985575717",9
"-1147860366409860752",7
"-1147908814172288110",5
"-1147993842997378942",7
"-1148067562698847297",4
"-1148231414002454850",5
"-1148353238915068720",7
"-1148898862803268559",4
"-1149171394904386768",9
"-1149544787495434186",4
"-1149999182907070464",10
"-1150042913856056118",1
"-1150042947961148872",1
"-1150227437628309994",5
"-1150250469888190564",9
"-1150291010477032220",2
"-1150331212903740280",3
"-1150708085476566146",10
"-1151020409995481118",10
"-1151849717938813244",6
"-1152523935350811735",5
"-1152829516415375662",10
"-1152875071273887276",9
"-1153254387362874471",5
"-1153571508882844675",5
"-1153642880398425910",1
"-1153910750523975031",9
"-1154341124715608435",9
"-1154423979538674542",2
"-115512430699811325",4
"-1155149585838284284",7
"-1155593895976829264",6
"-1155813249585150961",9
"-1155956673908573504",10
"-115609214824667791",6
"-1156792133021612030",7
"-1156988164333756668",7
"-1157116002466529502",2
"-115737223515825137",4
"-1157392154642719755",9
"-1157476104363181121",1
"-1157929573551788184",2
"-1158251535169456114",9
"-1158424278965503761",6
"-1158627534594269245",9
"-1159080186978211864",1
"-1159399792190812324",5
"-1159442237350178680",3
"-1159567345733896476",6
"-1159827018158619861",10
"-1160381697987104122",5
"-1161003775962418033",4
"-1161183901755597643",9
"-1161184772459333006",2
"-116130800148899741",2
"-1161323623191526284",2
"-1161353727959407676",1
"-1161767518354411929",3
"-1161795984779073860",2
"-1161939002171299060",4
"-1162139060239577786",5
"-1162459972849572065",4
"-1162627551836451904",8
"-1162965283387821963",7
"-1163879922077088287",4
"-1163901824531319321",1
"-1164147564333053049",7
"-1164366977793667146",2
"-1164654477511409238",6
"-1165556576574382693",9
"-1166009712455862519",10
"-1166343757893539847",1
"-11668134305816827",1
"-1166843958982858646",4
"-1167017790105999585",7
"-1167963404468692050",3
"-1168046077754886563",6
"-1168532065303398550",9
"-116873555045020758",10
"-1168786465588248883",4
"-1168860604849766626",1
"-1169146241492980548",8
"-1169333550996874691",8
"-1169565643545474759",8
"-1169761612664935724",10
"-1169963161344477985",1
"-1170100840510707793",1
"-1170173453418841642",9
"-117035572118903317",3
"-1170564631749050018",10
"-1170737401422998691",8
"-1170741322930501378",6
"-1170950896505485717",2
"-1171085967586842921",9
"-1171304813374087147",6
"-1171464649738507460",2
"-1171529672844620340",5
"-1172016501305380454",2
"-1172063606194112477",7
"-1172286905366640530",7
"-1172373056113391628",4
"-1172397025773834647",3
"-117242012796343651",3
"-1172420677229067761",9
"-1173029501058729653",10
"-1173086246906621181",2
"-1173303210238773591",1
"-1173431829484540884",1
"-1173567857204292957",7
"-1173719275458048046",6
"-117380891055697855",9
"-1174488379646346098",6
"-1174525410071412127",5
"-1174596214807711446",4
"-117516115111035103",6
"-1175161657674430183",2
"-1175384519618162538",5
"-1176378271782684835",3
"-1176655653138720409",8
"-1176968711259010606",8
"-1177083069320019964",4
"-1177466799134942124",1
"-1177635519148501584",6
"-1177930872497555100",9
"-1178007702086263901",10
"-1178198700839315526",3
"-1178332696317587369",9
"-1178371132122291628",1
"-1178904190730063479",2
"-1178915388593655419",3
"-1179758987856559193",2
"-1180228997135426560",1
"-1180429911109675567",4
"-1181273002911776965",4
"-1181413425668782534",6
"-1181569219354256229",7
"-1181633961379874109",6
"-1181986179610116178",4
"-1182204911552242948",8
"-1182228018748877074",2
"-1182611567903602176",5
"-1182642027970738714",8
"-1182831208480416443",6
"-1182887723410341334",7
"-1182953564601482132",8
"-1182987133931591069",9
"-1183017544590891505",8
"-1183635331565164049",10
"-1183841080398208256",3
"-1184073473379619021",8
"-118412180042581059",5
"-1184238588304810200",2
"-1184283326257285910",2
"-1184552950265216724",8
"-1184626127904161598",9
"-1184791287375312215",2
"-1184932102143587619",10
"-1185211232935062319",4
"-1185379159962748782",6
"-1185445077341063059",8
"-118595235274168955",4
"-1186546267659964423",6
"-1186626371429435419",3
"-1187052456141740318",2
"-1187732381492307732",2
"-1188113944167996298",2
"-1188160126544445702",7
"-118816623938141351",5
"-1188246499855199550",6
"-1188286043816938634",9
"-1188309871355530391",1
"-118846022751750199",3
"-118881457716080448",4
"-1189112871107937243",10
"-1189334127563721882",7
"-118938706311856151",5
"-1189566773251659555",1
"-1189632441428603210",1
"-1189789914102721043",8
"-1189971775742009479",2
"-1190049945392855916",7
"-1190290472351213732",6
"-1190312201211849858",1
"-1191859338930216978",8
"-1191951413637256878",9
"-1191974767239154713",8
"-1191995267695575074",8
"-1192172465405492637",10
"-1193230056325048630",7
"-1193348124674429214",9
"-1193535768550956325",7
"-1193543468280348124",1
"-1193591440673980372",7
"-1193622961846348821",9
"-1193844954775469267",9
"-1194458298794425454",7
"-119489020066896520",10
"-1194946814056784281",4
"-1195780340968260493",3
"-1196003475399174763",1
"-1196224345051342436",7
"-1196582130854462270",6
"-1196907681639317836",7
"-1197117467198229671",10
"-1197187998689581821",4
"-1197316307589085003",8
"-1197758354372788293",6
"-119779160880274439",3
"-1197885380849314818",2
"-1197957340276738325",2
"-119819784756085806",9
"-1199083366055659472",4
"-119914497310008702",5
"-1199195348906913718",8
"-1199329813390936272",1
"-1200136041717209755",10
"-1200268357898563753",7
"-120035635790436248",10
"-1200576862585000449",8
"-1200936045590583751",4
"-120099497247435427",7
"-1201049387754784333",7
"-1201413028172708582",2
"-1201538241912198351",3
"-120167587388714554",3
"-1201941850880683951",4
"-1202001271073647313",3
"-1202371900702398730",2
"-1202573796203958740",1
"-1202732450706107300",2
"-1202747965393864085",9
"-1202757568286213110",5
"-1203275860292958911",1
"-1204230594439949412",10
"-1204344073136882934",5
"-1204480977093149820",7
"-1204512430719063247",6
"-1204577718631622703",10
"-1204598861130185750",4
"-1204859951147564343",9
"-1205032473750536457",6
"-120509634540620900",1
"-1205211789090731714",6
"-1205415004596376870",6
"-1205439817028982112",3
"-1205450253516001688",10
"-1205492782047532930",7
"-1205496451510325570",7
"-1205568621849619672",5
"-1205862392843065260",10
"-1205991875344383736",6
"-1206147883600225423",8
"-1206205401602925821",7
"-1206807442887512949",9
"-1208202637076270627",10
"-1208478165123562758",1
"-1208752028099494417",2
"-1209155550708446955",4
"-1209379738116401980",5
"-1209471681815669424",5
"-120978085714057825",8
"-1209948436611058279",8
"-1210001502360286511",2
"-1210604006342455527",10
"-1210753149500159967",1
"-1210910405171234015",10
"-1211150474481224042",10
"-1211822050526475912",3
"-1212016761705451700",2
"-1212067324180322677",3
"-121216896683109410",6
"-1212279021374798828",7
"-1212543681487671449",9
"-1212561962665758183",7
"-1212689711380456140",10
"-1212844621238932818",7
"-1213467302118661064",6
"-1213841275813938160",7
"-1213900978971326354",4
"-12139818851931674",3
"-1214047472787605488",5
"-1214068380691935064",7
"-1214755206449440447",1
"-1214959487178153884",10
"-1215162278974310248",8
"-1216061922603449243",3
"-1216212981372602049",3
"-1216315748606284438",7
"-121646011567112705",4
"-1216525741184533860",3
"-1216706436927198575",8
"-1217692235465141686",8
"-1217703850183050521",8
"-1218039374037821503",3
"-1218041025453034184",5
"-1218096204009579211",8
"-121847834014157306",8
"-1219010997766586945",6
"-1219309145074358343",5
"-1219578529288614757",6
"-1220551639427631943",3
"-1220565179346577815",1
"-1220743455069131436",9
"-1220780671138193282",6
"-1220806190981150094",8
"-1221106901446931393",10
"-1221167683829167795",1
"-1221352023773073183",9
"-1221762418928400111",6
"-1221820207473547379",2
"-1222043658804262563",3
"-1222992100784200719",9
"-1223390244507607604",3
"-122351288396259830",1
"-1223556099109793482",8
"-1223895874870598031",8
"-1223901323421047320",5
"-1224433870734591821",9
"-1224544392516734628",5
"-1225265882896385622",8
"-1225522649668603861",2
"-1225596616957605226",9
"-1225665788832824551",4
"-1225969852398728594",9
"-1226140652400553655",9
"-1226532586604913297",10
"-122656426897450",3
"-122686737796969253",4
"-1227255436940171246",7
"-1227514351399368403",9
"-1227842804869673069",10
"-1227933520082640976",7
"-1227962083953161938",10
"-1228197757333027583",5
"-1228375842164681793",6
"-1228610515207834558",6
"-1229032675660393884",7
"-1229043615960549458",5
"-1229195585532154607",4
"-1229321448869642523",7
"-122963322618916315",7
"-1229743139727503702",8
"-1229852821066058037",6
"-1229920224623447672",4
"-1230204964387347871",6
"-1230759357499231481",4
"-1230846688313522779",3
"-1231208713337125236",2
"-1231331562865650492",2
"-1231351634584333819",5
"-123153865346989671",7
"-1232052872913191669",6
"-1232114994270668791",1
"-1232267030207736169",2
"-1232556759874266765",9
"-1232697604743045960",6
"-1233555371185240809",6
"-1233908875711448714",10
"-1234168978222640258",4
"-1234258747773406628",10
"-123430851022672749",4
"-1234696149869458226",7
"-1235110419414796355",7
"-123580328486520686",10
"-1235849265659584560",2
"-1236243481771262060",6
"-1236321735644933174",7
"-123663177489548002",3
"-1236738191818060110",4
"-1237024738508193560",10
"-1237159043758269511",7
"-1237226833961288085",10
"-1237233944861736430",6
"-1237245637164362941",5
"-1237428780003534894",2
"-123771223809286583",5
"-1237716434446458619",2
"-1238040415484822916",4
"-1238678390751156782",10
"-1238732048969123110",1
"-1238829085189892411",2
"-1238847328157821432",7
"-1239007639767251194",3
"-1239740028803739911",6
"-1239913977953380577",1
"-1240375828860298510",1
"-1240485184315195386",10
"-1241356234462974190",6
"-1241364738947121148",2
"-1241383150672842254",10
"-1241451495123239671",8
"-1241498984879757669",7
"-1241585466516393515",5
"-124169000269044810",6
"-124204188152807585",5
"-1242392384363087855",5
"-1242439729152442827",5
"-1242447427311354350",10
"-1242943998232559830",10
"-1243058498145054328",1
"-1243239312945150264",6
"-1243691488305128829",4
"-1243775391134751196",4
"-1243850647545444622",5
"-1243925047576102623",3
"-1243969268499155552",2
"-124408702161650389",8
"-1244363084750340439",4
"-1244421445267370739",3
"-124482741160790513",6
"-1245001561786111053",4
"-1245011250139609476",5
"-1245210904204307220",9
"-1246042867126533234",7
"-124605541826355225",10
"-1246230356895754947",4
"-1246325719767796669",3
"-1246353335731124816",3
"-1246626933361423095",6
"-1246992745917982721",3
"-1247139290244280182",7
"-1247407425715122567",10
"-1247611493827342361",3
"-1247725351828312492",7
"-1248058633190518374",2
"-124841636670469430",6
"-1248649610006217191",7
"-1248801766118143549",5
"-1249129427999710524",1
"-1249256402474528412",2
"-1249475143852264694",6
"-1249579536639015",1
"-1249952447575131448",10
"-1249992744377539143",10
"-1250260730618590051",3
"-125046925248400323",6
"-1250524256091134817",7
"-1250758889487242527",4
"-1250845010273611540",3
"-1251365787014163028",10
"-1251787155478320637",5
"-1251966206732093406",8
"-1252170737641993684",6
"-125235868953346543",6
"-1252567898491881098",9
"-125258551693040103",5
"-1252711881798338917",9
"-1252756447393086982",3
"-125301927607505191",4
"-1253160462526483346",4
"-1253165034773645701",4
"-1253826889711294075",5
"-1254081713669033212",5
"-1255145097144644172",3
"-1255245288353736972",10
"-1255437752768367083",8
"-12554429944757040",7
"-1255535332720927195",8
"-1255620300143686080",6
"-1256202491339530440",1
"-125696648077634171",6
"-1257111641017373530",2
"-1257561040074226481",1
"-1258059120081224586",2
"-1258486351237340392",2
"-1258724516731173234",7
"-1258918523682396540",10
"-125894919720406992",3
"-1259047973141484647",8
"-1259084802612604828",3
"-1259270029419409367",6
"-1259672050508782806",9
"-1259689362363764056",2
"-125991395706575578",10
"-1259959246647879669",7
"-125999876964395798",10
"-1260182663363966992",9
"-1260519883792540347",1
"-1260714878349311350",9
"-1260764721573231570",1
"-1261058344386999892",10
"-1261070570330811773",7
"-1262029484146173104",2
"-1262337482509332619",5
"-1262362188992482550",4
"-126292662725099657",4
"-1263017690037022833",8
"-1263438766192914731",10
"-1263503361246752971",9
"-1263615828430919138",7
"-1263686131151895945",8
"-1263904167499309903",2
"-1263924537673370279",7
"-1264207146096814320",4
"-126426361070203749",10
"-1264276972112909852",1
"-1264296849660922425",9
"-126476616304609069",4
"-1264783642432635810",9
"-1264822253015520568",7
"-1265118755230096439",9
"-1265977982410888211",2
"-126665215474562445",10
"-1266734079341458955",10
"-1266837941854218440",1
"-126718777975993357",7
"-1267352323065231919",5
"-1267397028674219528",8
"-1267407817727637432",10
"-1267530390588377342",6
"-1267922126392467729",7
"-1268087466486120166",5
"-1268096924196261092",9
"-126811151667286704",2
"-1268131465928233803",6
"-1268173573279951379",6
"-1268231793906892623",9
"-1268264663621139288",10
"-1268792791768274834",10
"-1269330241359900137",9
"-1269347999196661121",1
"-1269413177640095756",3
"-1269567389290127711",1
"-1269618281046579773",6
"-1269936191033750241",9
"-1270235471060926009",8
"-1270287095552005782",10
"-127044993231687840",9
"-1270628313077458958",8
"-1270742817925214013",2
"-1270948724228753161",3
"-1271203708176502387",1
"-1271224891715996749",1
"-1271228724856122711",1
