"device_id","fold"
"-1071104310719098579",2
"-1071244035498148986",3
"-1071355579058424623",5
"-1071634972285633370",4
"-107198206323116274",4
"-1072021327289290827",5
"-1073435017429007321",3
"-1073577352558411219",3
"-1073590305681836770",1
"-1073863340466458152",2
"-1074159028901233318",2
"-1074183250575154690",2
"-1074187698069377725",5
"-1074478871779695935",4
"-1074556351452504229",2
"-1074762737665437173",1
"-1075048551618560264",2
"-1075378799855571887",4
"-1075419978968096606",1
"-1075450526145608389",2
"-1075520536242598024",5
"-1075580522203529392",3
"-1076249264371048030",3
"-1076279644989317831",2
"-1076608917661875069",1
"-1076815785624032983",2
"-1077007862926553131",4
"-1077390640122058526",4
"-1078463588398206509",4
"-1078508185334242577",4
"-1079584640100776019",2
"-1079602539277471203",5
"-1079794670707116889",3
"-1079871771899484196",4
"-1079907431987929192",3
"-1079922734078198657",5
"-1079976564743084384",5
"-1079996304583528717",1
"-1080052641387712242",2
"-1080446514063606812",5
"-1080776978584783962",2
"-1081188689926877544",2
"-1081289138829772128",2
"-1081383284748078646",2
"-1081425450904868076",3
"-108145489182465308",5
"-108157196567531337",3
"-1081974564508941668",5
"-1082321699054063549",4
"-1082397274668053149",4
"-1082611060543213039",3
"-1082876642533240738",1
"-1083127480081570403",1
"-1083205637093317721",4
"-1083381606434812096",4
"-1083509527297747373",1
"-1083780570562214054",2
"-1083971018035062092",4
"-1084174363886138500",2
"-1084814456946673655",2
"-1084908569832013005",5
"-1085119640476296324",1
"-1085340373626926419",5
"-1085356925158154838",4
"-1085675378537225430",2
"-1086079967197442674",3
"-1086134747576062716",2
"-1086374941729484828",4
"-1086950066179571212",5
"-1087081533118968373",5
"-1087129119826318528",2
"-1087216240998270009",1
"-1087259743260020439",4
"-1087728593952678198",1
"-1087774680334848287",5
"-1088040586841312709",1
"-1088215657966231711",1
"-1088587997006090993",4
"-1088897152883060357",3
"-1089770813215765981",4
"-1089916520773769224",2
"-1089979664572314873",1
"-1090018823165184250",1
"-1090255751304300970",1
"-1090821885195913917",1
"-1091558955852952305",3
"-1091662848712494159",4
"-10916837702202496",5
"-1091743894016839917",2
"-1091803541797255515",3
"-1091820320490182504",2
"-1091917743676137273",1
"-1092074793059595879",5
"-10921209505243262",1
"-1092754196017613336",3
"-1093264832339785795",5
"-1093740390993965897",3
"-1093883751871334134",5
"-1094966785513172643",4
"-1095381531224563962",1
"-1095662025618278627",3
"-1095880264939798923",2
"-1096131186024361705",4
"-1096491735238022299",2
"-1096620344086836305",2
"-1096880334744830395",5
"-1096886289113219224",4
"-1097232989243874691",3
"-1097309560510572703",5
"-1097318314037737178",3
"-1098461647873051231",4
"-1098996330414419187",1
"-109926537072892254",3
"-1099966189345044536",2
"-1100098885857015697",2
"-1100152978957074817",2
"-1100158059681089294",5
"-1100668955908791436",1
"-1100789682011549520",2
"-1101090842545972795",2
"-1101113002607774408",2
"-1101348813357464248",1
"-1101379809850861760",2
"-1101516902405919704",4
"-1101824230112261410",5
"-1101901419892699243",2
"-1102168699899662781",5
"-1102321351432450816",3
"-1102543305879124335",2
"-1102650377631749044",3
"-110271136589918713",4
"-110325112860679420",1
"-110328622373353012",1
"-1103456665361350756",3
"-1104305144801351099",3
"-1104601348418161884",5
"-1104728563612401188",3
"-1105022772021926541",1
"-1105065172875325507",5
"-1105170393566791929",3
"-1105339726174466259",4
"-1105687787495903104",5
"-110580899836615633",3
"-1105834901476861628",1
"-1105891640339575338",2
"-1105903898773041217",2
"-1106590421278603335",2
"-1106778798687128219",1
"-1107134564750113140",4
"-1107153154885633399",4
"-1107159848362891975",1
"-1107274002560591761",5
"-1107401057306104179",1
"-1107736393538464371",4
"-1107833596477587396",1
"-1107939434282004071",4
"-1108014167131315780",2
"-11083036043588307",2
"-1108879799550870586",1
"-1109159179197129411",2
"-1109612885029299249",5
"-1110105225181361745",5
"-1110257476678482103",1
"-1110278904154736408",5
"-1110318575443253440",2
"-1110365022879677286",2
"-1110860472392129580",1
"-1111119354591523531",1
"-111126997242011102",1
"-1111832566135481148",4
"-1111879428887155721",3
"-1112264169455124253",2
"-1112399239390622039",2
"-1112771862134702678",3
"-1112782029313838720",2
"-1112922732775667948",1
"-1113019919822105798",3
"-1113307625185856780",5
"-111333867792321229",2
"-1113351756526811106",1
"-1113371716027619263",5
"-1113807181368878241",1
"-1114609444943082047",5
"-1114652846705418591",4
"-1114747581676568148",4
"-1114891051001460956",4
"-1115157030603743056",5
"-1115182822524755901",5
"-1115238687106064588",1
"-1115276136698082868",4
"-111551438068834975",2
"-1115650642900038260",5
"-1115693070121945325",4
"-1116019461291737298",4
"-1116276721014859904",2
"-111655239965381791",1
"-1117051623994105058",1
"-1117244466365083649",5
"-1117354679109314374",5
"-1117374240744838102",5
"-1117454837751951991",1
"-1117926267178690703",4
"-1117991894112938233",5
"-1118176959402296063",3
"-1118244014912539339",3
"-1118268090630787465",3
"-1118372675588205470",3
"-1119089557113989348",4
"-1119744943048955903",5
"-1119884396797372409",3
"-112010607857398103",1
"-1120277612557305852",3
"-1120346510434519238",5
"-1122079712460005598",4
"-1122161375027687486",4
"-1122203827370222382",5
"-1122303041621580621",3
"-1122881019118071913",4
"-1123003703445012530",4
"-1123273026470678219",4
"-1124032789343312161",4
"-1124150740562009334",3
"-1124332106484703490",3
"-1124436092181622840",4
"-11249145735917211",3
"-1124944860890188380",3
"-1125032945603340896",2
"-1125376180498567440",5
"-1125382741137668132",3
"-1125522083618676986",3
"-1125738404692358890",2
"-1125850403524387291",2
"-1125956635991453634",2
"-1126490336388067621",3
"-1126577006906018454",2
"-1126583878782749547",4
"-1126673511330749989",1
"-1126922918555437164",5
"-1127104264561810938",5
"-1127241050120257548",3
"-1127771764184790462",4
"-1128006797808908943",3
"-1128853274232561812",3
"-1128907868422973947",4
"-1128912150547526016",5
"-1129003732133208914",1
"-1129020059218745270",3
"-1129021567416773189",4
"-1129220853762288559",1
"-1129445231743615814",3
"-1129458191186341895",4
"-112983289814975662",1
"-1130312922341896127",1
"-1130532316603375634",4
"-1130543209739181150",2
"-1130843380544417647",1
"-1130896067404506265",4
"-1131132926846468010",5
"-113129516259839559",5
"-1131822433421202875",2
"-1131930658140089422",5
"-1132281279851297054",1
"-1132687465610322839",5
"-1132943729926024917",4
"-1133273286244643473",1
"-1133638297682900022",1
"-1133686096103099113",1
"-1133913387809768728",3
"-1133961232779804837",5
"-1134248692466464463",2
"-1134390686285716529",5
"-113457650210322005",4
"-1134714295650533075",3
"-1135140111863608211",2
"-11351959889217205",4
"-1136005432416975935",3
"-1136035957342691850",5
"-113609208536259663",3
"-1136524297908747543",2
"-1136790312110145106",5
"-1137032447999465159",3
"-1138337497509858596",3
"-1138518464813743966",1
"-1138984057070879372",1
"-1139105742561632236",3
"-113972666742138895",3
"-1140630263711207719",5
"-1140865933128576778",5
"-1141166357839781805",3
"-1141192546948058130",2
"-11416397998445655",4
"-1141688298988084855",1
"-1141792118888681315",1
"-1141882094683314417",5
"-1142136409812684458",3
"-1142409599015422525",4
"-1142636711281662420",1
"-1142707069972109130",5
"-1143217689028538356",4
"-1143301917081542570",5
"-1143943108287081570",2
"-1144086582903635018",3
"-1144135737806649388",4
"-1144424782002887881",4
"-1144996010691901097",3
"-1145203343650962817",4
"-1145489861592235162",2
"-1145670234284781519",2
"-1145895126467229671",2
"-1145937815891817281",5
"-11459556552101840",2
"-1146115206219626068",2
"-1146143391260317134",3
"-1146759342001251415",4
"-1147020247178141457",2
"-1147020914112375737",2
"-1147076467258471475",3
"-1147337202699083457",3
"-1147614196703136421",1
"-1147836822985575717",4
"-1147860366409860752",5
"-1147908814172288110",1
"-1147993842997378942",3
"-1148067562698847297",2
"-1148231414002454850",5
"-1148353238915068720",5
"-1148898862803268559",3
"-1149171394904386768",5
"-1149544787495434186",5
"-1149999182907070464",5
"-1150042913856056118",3
"-1150042947961148872",3
"-1150227437628309994",2
"-1150250469888190564",3
"-1150291010477032220",2
"-1150331212903740280",2
"-1150708085476566146",1
"-1151020409995481118",5
"-1151849717938813244",5
"-1152523935350811735",2
"-1152829516415375662",3
"-1152875071273887276",4
"-1153254387362874471",3
"-1153571508882844675",5
"-1153642880398425910",1
"-1153910750523975031",5
"-1154341124715608435",2
"-1154423979538674542",3
"-115512430699811325",3
"-1155149585838284284",4
"-1155593895976829264",5
"-1155813249585150961",2
"-1155956673908573504",2
"-115609214824667791",2
"-1156792133021612030",3
"-1156988164333756668",1
"-1157116002466529502",4
"-115737223515825137",3
"-1157392154642719755",1
"-1157476104363181121",2
"-1157929573551788184",4
"-1158251535169456114",4
"-1158424278965503761",2
"-1158627534594269245",1
"-1159080186978211864",2
"-1159399792190812324",2
"-1159442237350178680",3
"-1159567345733896476",4
"-1159827018158619861",3
"-1160381697987104122",2
"-1161003775962418033",1
"-1161183901755597643",3
"-1161184772459333006",2
"-116130800148899741",4
"-1161323623191526284",1
"-1161353727959407676",3
"-1161767518354411929",5
"-1161795984779073860",3
"-1161939002171299060",1
"-1162139060239577786",2
"-1162459972849572065",5
"-1162627551836451904",3
"-1162965283387821963",5
"-1163879922077088287",5
"-1163901824531319321",5
"-1164147564333053049",5
"-1164366977793667146",1
"-1164654477511409238",3
"-1165556576574382693",3
"-1166009712455862519",5
"-1166343757893539847",1
"-11668134305816827",3
"-1166843958982858646",2
"-1167017790105999585",5
"-1167963404468692050",2
"-1168046077754886563",3
"-1168532065303398550",4
"-116873555045020758",1
"-1168786465588248883",1
"-1168860604849766626",3
"-1169146241492980548",2
"-1169333550996874691",3
"-1169565643545474759",2
"-1169761612664935724",4
"-1169963161344477985",5
"-1170100840510707793",2
"-1170173453418841642",2
"-117035572118903317",5
"-1170564631749050018",5
"-1170737401422998691",4
"-1170741322930501378",5
"-1170950896505485717",3
"-1171085967586842921",2
"-1171304813374087147",5
"-1171464649738507460",1
"-1171529672844620340",3
"-1172016501305380454",3
"-1172063606194112477",1
"-1172286905366640530",3
"-1172373056113391628",5
"-1172397025773834647",5
"-117242012796343651",2
"-1172420677229067761",1
"-1173029501058729653",4
"-1173086246906621181",2
"-1173303210238773591",5
"-1173431829484540884",2
"-1173567857204292957",2
"-1173719275458048046",5
"-117380891055697855",1
"-1174488379646346098",4
"-1174525410071412127",5
"-1174596214807711446",5
"-117516115111035103",2
"-1175161657674430183",4
"-1175384519618162538",4
"-1176378271782684835",5
"-1176655653138720409",3
"-1176968711259010606",4
"-1177083069320019964",2
"-1177466799134942124",2
"-1177635519148501584",3
"-1177930872497555100",4
"-1178007702086263901",4
"-1178198700839315526",1
"-1178332696317587369",3
"-1178371132122291628",2
"-1178904190730063479",5
"-1178915388593655419",5
"-1179758987856559193",1
"-1180228997135426560",1
"-1180429911109675567",4
"-1181273002911776965",5
"-1181413425668782534",4
"-1181569219354256229",5
"-1181633961379874109",4
"-1181986179610116178",1
"-1182204911552242948",2
"-1182228018748877074",3
"-1182611567903602176",4
"-1182642027970738714",1
"-1182831208480416443",3
"-1182887723410341334",5
"-1182953564601482132",4
"-1182987133931591069",3
"-1183017544590891505",2
"-1183635331565164049",2
"-1183841080398208256",3
"-1184073473379619021",1
"-118412180042581059",2
"-1184238588304810200",3
"-1184283326257285910",2
"-1184552950265216724",2
"-1184626127904161598",2
"-1184791287375312215",5
"-1184932102143587619",1
"-1185211232935062319",5
"-1185379159962748782",4
"-1185445077341063059",4
"-118595235274168955",1
"-1186546267659964423",4
"-1186626371429435419",4
"-1187052456141740318",3
"-1187732381492307732",5
"-1188113944167996298",2
"-1188160126544445702",3
"-118816623938141351",1
"-1188246499855199550",3
"-1188286043816938634",2
"-1188309871355530391",3
"-118846022751750199",2
"-118881457716080448",4
"-1189112871107937243",5
"-1189334127563721882",1
"-118938706311856151",1
"-1189566773251659555",3
"-1189632441428603210",3
"-1189789914102721043",4
"-1189971775742009479",1
"-1190049945392855916",1
"-1190290472351213732",3
"-1190312201211849858",3
"-1191859338930216978",1
"-1191951413637256878",3
"-1191974767239154713",2
"-1191995267695575074",2
"-1192172465405492637",5
"-1193230056325048630",4
"-1193348124674429214",2
"-1193535768550956325",5
"-1193543468280348124",2
"-1193591440673980372",4
"-1193622961846348821",5
"-1193844954775469267",2
"-1194458298794425454",1
"-119489020066896520",3
"-1194946814056784281",2
"-1195780340968260493",4
"-1196003475399174763",4
"-1196224345051342436",2
"-1196582130854462270",1
"-1196907681639317836",3
"-1197117467198229671",1
"-1197187998689581821",3
"-1197316307589085003",1
"-1197758354372788293",4
"-119779160880274439",2
"-1197885380849314818",1
"-1197957340276738325",1
"-119819784756085806",4
"-1199083366055659472",5
"-119914497310008702",5
"-1199195348906913718",4
"-1199329813390936272",3
"-1200136041717209755",1
"-1200268357898563753",4
"-120035635790436248",3
"-1200576862585000449",2
"-1200936045590583751",2
"-120099497247435427",2
"-1201049387754784333",1
"-1201413028172708582",5
"-1201538241912198351",3
"-120167587388714554",3
"-1201941850880683951",4
"-1202001271073647313",3
"-1202371900702398730",1
"-1202573796203958740",4
"-1202732450706107300",5
"-1202747965393864085",3
"-1202757568286213110",5
"-1203275860292958911",1
"-1204230594439949412",4
"-1204344073136882934",3
"-1204480977093149820",2
"-1204512430719063247",2
"-1204577718631622703",2
"-1204598861130185750",3
"-1204859951147564343",1
"-1205032473750536457",3
"-120509634540620900",3
"-1205211789090731714",2
"-1205415004596376870",1
"-1205439817028982112",2
"-1205450253516001688",5
"-1205492782047532930",4
"-1205496451510325570",2
"-1205568621849619672",2
"-1205862392843065260",3
"-1205991875344383736",5
"-1206147883600225423",3
"-1206205401602925821",4
"-1206807442887512949",5
"-1208202637076270627",2
"-1208478165123562758",3
"-1208752028099494417",1
"-1209155550708446955",4
"-1209379738116401980",2
"-1209471681815669424",2
"-120978085714057825",1
"-1209948436611058279",2
"-1210001502360286511",1
"-1210604006342455527",1
"-1210753149500159967",4
"-1210910405171234015",5
"-1211150474481224042",2
"-1211822050526475912",4
"-1212016761705451700",4
"-1212067324180322677",1
"-121216896683109410",4
"-1212279021374798828",5
"-1212543681487671449",5
"-1212561962665758183",4
"-1212689711380456140",1
"-1212844621238932818",5
"-1213467302118661064",1
"-1213841275813938160",2
"-1213900978971326354",5
"-12139818851931674",5
"-1214047472787605488",1
"-1214068380691935064",2
"-1214755206449440447",3
"-1214959487178153884",4
"-1215162278974310248",5
"-1216061922603449243",2
"-1216212981372602049",3
"-1216315748606284438",5
"-121646011567112705",4
"-1216525741184533860",5
"-1216706436927198575",5
"-1217692235465141686",2
"-1217703850183050521",2
"-1218039374037821503",2
"-1218041025453034184",4
"-1218096204009579211",5
"-121847834014157306",4
"-1219010997766586945",4
"-1219309145074358343",4
"-1219578529288614757",2
"-1220551639427631943",2
"-1220565179346577815",1
"-1220743455069131436",4
"-1220780671138193282",5
"-1220806190981150094",5
"-1221106901446931393",1
"-1221167683829167795",3
"-1221352023773073183",2
"-1221762418928400111",3
"-1221820207473547379",2
"-1222043658804262563",3
"-1222992100784200719",3
"-1223390244507607604",5
"-122351288396259830",1
"-1223556099109793482",5
"-1223895874870598031",1
"-1223901323421047320",2
"-1224433870734591821",5
"-1224544392516734628",1
"-1225265882896385622",3
"-1225522649668603861",2
"-1225596616957605226",4
"-1225665788832824551",3
"-1225969852398728594",3
"-1226140652400553655",5
"-1226532586604913297",1
"-122656426897450",3
"-122686737796969253",3
"-1227255436940171246",3
"-1227514351399368403",2
"-1227842804869673069",5
"-1227933520082640976",1
"-1227962083953161938",3
"-1228197757333027583",3
"-1228375842164681793",1
"-1228610515207834558",5
"-1229032675660393884",2
"-1229043615960549458",4
"-1229195585532154607",4
"-1229321448869642523",1
"-122963322618916315",1
"-1229743139727503702",4
"-1229852821066058037",1
"-1229920224623447672",3
"-1230204964387347871",5
"-1230759357499231481",3
"-1230846688313522779",4
"-1231208713337125236",5
"-1231331562865650492",5
"-1231351634584333819",1
"-123153865346989671",4
"-1232052872913191669",2
"-1232114994270668791",4
"-1232267030207736169",5
"-1232556759874266765",4
"-1232697604743045960",4
"-1233555371185240809",4
"-1233908875711448714",5
"-1234168978222640258",4
"-1234258747773406628",1
"-123430851022672749",1
"-1234696149869458226",3
"-1235110419414796355",1
"-123580328486520686",1
"-1235849265659584560",3
"-1236243481771262060",4
"-1236321735644933174",1
"-123663177489548002",5
"-1236738191818060110",2
"-1237024738508193560",2
"-1237159043758269511",3
"-1237226833961288085",1
"-1237233944861736430",3
"-1237245637164362941",3
"-1237428780003534894",4
"-123771223809286583",1
"-1237716434446458619",3
"-1238040415484822916",1
"-1238678390751156782",4
"-1238732048969123110",1
"-1238829085189892411",1
"-1238847328157821432",3
"-1239007639767251194",2
"-1239740028803739911",5
"-1239913977953380577",2
"-1240375828860298510",5
"-1240485184315195386",5
"-1241356234462974190",4
"-1241364738947121148",1
"-1241383150672842254",3
"-1241451495123239671",5
"-1241498984879757669",2
"-1241585466516393515",2
"-124169000269044810",5
"-124204188152807585",1
"-1242392384363087855",3
"-1242439729152442827",4
"-1242447427311354350",2
"-1242943998232559830",3
"-1243058498145054328",1
"-1243239312945150264",3
"-1243691488305128829",2
"-1243775391134751196",4
"-1243850647545444622",3
"-1243925047576102623",3
"-1243969268499155552",4
"-124408702161650389",1
"-1244363084750340439",4
"-1244421445267370739",1
"-124482741160790513",1
"-1245001561786111053",2
"-1245011250139609476",3
"-1245210904204307220",1
"-1246042867126533234",1
"-124605541826355225",3
"-1246230356895754947",4
"-1246325719767796669",4
"-1246353335731124816",4
"-1246626933361423095",5
"-1246992745917982721",1
"-1247139290244280182",1
"-1247407425715122567",1
"-1247611493827342361",3
"-1247725351828312492",1
"-1248058633190518374",5
"-124841636670469430",2
"-1248649610006217191",3
"-1248801766118143549",1
"-1249129427999710524",2
"-1249256402474528412",5
"-1249475143852264694",3
"-1249579536639015",4
"-1249952447575131448",3
"-1249992744377539143",3
"-1250260730618590051",2
"-125046925248400323",2
"-1250524256091134817",2
"-1250758889487242527",5
"-1250845010273611540",2
"-1251365787014163028",3
"-1251787155478320637",2
"-1251966206732093406",1
"-1252170737641993684",4
"-125235868953346543",1
"-1252567898491881098",1
"-125258551693040103",5
"-1252711881798338917",1
"-1252756447393086982",1
"-125301927607505191",5
"-1253160462526483346",1
"-1253165034773645701",4
"-1253826889711294075",2
"-1254081713669033212",1
"-1255145097144644172",5
"-1255245288353736972",3
"-1255437752768367083",1
"-12554429944757040",2
"-1255535332720927195",1
"-1255620300143686080",5
"-1256202491339530440",3
"-125696648077634171",2
"-1257111641017373530",3
"-1257561040074226481",1
"-1258059120081224586",5
"-1258486351237340392",1
"-1258724516731173234",5
"-1258918523682396540",2
"-125894919720406992",3
"-1259047973141484647",1
"-1259084802612604828",4
"-1259270029419409367",3
"-1259672050508782806",5
"-1259689362363764056",2
"-125991395706575578",5
"-1259959246647879669",1
"-125999876964395798",5
"-1260182663363966992",5
"-1260519883792540347",1
"-1260714878349311350",5
"-1260764721573231570",1
"-1261058344386999892",5
"-1261070570330811773",5
"-1262029484146173104",5
"-1262337482509332619",4
"-1262362188992482550",1
"-126292662725099657",1
"-1263017690037022833",3
"-1263438766192914731",3
"-1263503361246752971",2
"-1263615828430919138",3
"-1263686131151895945",2
"-1263904167499309903",5
"-1263924537673370279",4
"-1264207146096814320",3
"-126426361070203749",1
"-1264276972112909852",2
"-1264296849660922425",2
"-126476616304609069",4
"-1264783642432635810",4
"-1264822253015520568",4
"-1265118755230096439",4
"-1265977982410888211",4
"-126665215474562445",5
"-1266734079341458955",2
"-1266837941854218440",5
"-126718777975993357",3
"-1267352323065231919",4
"-1267397028674219528",4
"-1267407817727637432",3
"-1267530390588377342",2
"-1267922126392467729",1
"-1268087466486120166",2
"-1268096924196261092",1
"-126811151667286704",1
"-1268131465928233803",5
"-1268173573279951379",4
"-1268231793906892623",4
"-1268264663621139288",5
"-1268792791768274834",2
"-1269330241359900137",4
"-1269347999196661121",3
"-1269413177640095756",5
"-1269567389290127711",2
"-1269618281046579773",3
"-1269936191033750241",4
"-1270235471060926009",3
"-1270287095552005782",3
"-127044993231687840",3
"-1270628313077458958",1
"-1270742817925214013",3
"-1270948724228753161",5
"-1271203708176502387",2
"-1271224891715996749",1
"-1271228724856122711",2
